row,column,flags,text_snippet
1974,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1975,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1976,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1977,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1978,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1979,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1980,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1981,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1982,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1983,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1984,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1985,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1986,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1987,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1988,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1989,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1990,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1991,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1992,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1993,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1994,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1995,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1996,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1997,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1998,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
1999,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2000,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2001,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2002,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2003,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2004,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2005,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2006,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2007,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2008,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2009,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2010,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2011,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2012,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2013,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2014,context,['medical/mental_health_ref'],"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depr"
2133,context,['medical/mental_health_ref'],I had a head injury a few years ago and my mind races all the time. I have trouble sleeping and have a lot of anxiety. Every medicine I have been on my body rej
2140,context,['medical/mental_health_ref'],"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tir"
2142,context,['medical/mental_health_ref'],"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tir"
2146,context,['medical/mental_health_ref'],I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel tha
2149,context,['medical/mental_health_ref'],"Whenever I leave my girlfriend I get panic attacks. I'm taking medications to control them, but I'm thinking of moving in with her since I get so anxious."
2166,context,['medical/mental_health_ref'],I'm in a state of depression right now. Who can I talk to? I've been sick in a lot of pain and crying. Don't know where to turn.
2172,context,['medical/mental_health_ref'],"I've have lived for sometime with depression but things have gotten a lot better, but why is it so hard to get over anxiety and social isolation?"
2191,context,['medical/mental_health_ref'],I am always down and out. Could this be postpartum depression?
2194,context,['medical/mental_health_ref'],"My wife and I are newly married, about 2 months. We've had some issues surrounding sex, particularly her lack of libido. She's on an anxiety medication, of whic"
2209,context,['medical/mental_health_ref'],I feel that I need to end my present relationship. He lives three hours away and likes the reassurance of having someone to talk to multiple times per day and s
2213,context,['medical/mental_health_ref'],This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her t
2227,context,['medical/mental_health_ref'],I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that su
2237,context,['medical/mental_health_ref'],This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her t
2238,context,['medical/mental_health_ref'],"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety.  Now my anxiety is worse, what do I do?  Writing on here has taken every b"
2240,context,['medical/mental_health_ref'],I have manic depression and last summer was very very bad. I have recurring nightmares and I avoid anything that will give me a similar feeling as I did that su
2244,context,['medical/mental_health_ref'],"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been "
2249,context,['medical/mental_health_ref'],"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When"
2255,context,['medical/mental_health_ref'],"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been "
2264,context,['medical/mental_health_ref'],"I have been diagnosed with ADHD and experienced manic depression episodes.  I have problems with anger management.  Apparently, I also have an ODD, bipolar and "
2275,context,['medical/mental_health_ref'],I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel tha
2276,context,['medical/mental_health_ref'],"I'm going through a divorce with my wife of three years, who I've known since the 4th grade and been involved with for seven years! We just had a baby seven mon"
2278,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
2287,context,['medical/mental_health_ref'],"I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety."
2289,context,['medical/mental_health_ref'],"I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety."
2291,context,['medical/mental_health_ref'],"My husband and I would've been married for five years come June 2016. Our infant daughter just had her birthday. Shortly before, he told me he wanted a divorce."
2292,context,['medical/mental_health_ref'],"I was raped repeatedly when I was younger. I told my parents and action was taken, but now that I’m an adult, I suffer from extreme anxiety."
2294,context,['medical/mental_health_ref'],"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When"
2333,context,['medical/mental_health_ref'],A friend of mine taking psychology advised I go to my doctor to check if I have major depressive disorder. I'm afraid of the consequences of doing so. If I do b
2340,context,['medical/mental_health_ref'],"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others."
2344,context,['medical/mental_health_ref'],"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others."
2355,context,['medical/mental_health_ref'],"I am in high school and have been facing anxiety issues lately. Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me fr"
2368,context,['medical/mental_health_ref'],"I'm a teenager, and I struggle with going out and talking to people. I feel awful about leaving home. I know I can't afford a therapist so I don't know what my "
2371,context,['medical/mental_health_ref'],My fiancée suffers from severe anxiety and depression. She has had it most of her life. Her anxiety in public places is the worst. It gets to points where she c
2374,context,['medical/mental_health_ref'],I feel that I need to end my present relationship. He lives three hours away and likes the reassurance of having someone to talk to multiple times per day and s
2375,context,['medical/mental_health_ref'],"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tir"
2376,context,['medical/mental_health_ref'],I am really worried about one of my friends because I think he has major depression. He disagrees with me on that. He is shut off when it comes to talking to pe
2379,context,['medical/mental_health_ref'],"I feel that I am struggling with undiagnosed bipolar disorder, and it is making my day-to-day life extremely difficult."
2384,context,['medical/mental_health_ref'],I've been hurt by a man for five years. He doesn't involve me with the family or kids. Everyone in the family is against me. There is a Mass today for a family 
2389,context,['medical/mental_health_ref'],I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems li
2391,context,['medical/mental_health_ref'],"For my whole life, I’ve been very unconfident, insecure, and self-questioning. I'm super quiet because I'm scared of what people will think of me. I avoid all s"
2394,context,['medical/mental_health_ref'],I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems li
2400,context,['medical/mental_health_ref'],"I have major depression, severe, PTSD, anxiety disorder, and personality disorder. I had an appointment with my doctor. I was very upset, and I shared with him "
2403,context,['medical/mental_health_ref'],"I have experienced cycles of depression for the past four years, and it hits me harder every time it comes back. This past time, it was extremely debilitating, "
2406,context,['medical/mental_health_ref'],I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems li
2408,context,['medical/mental_health_ref'],I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems li
2417,context,['medical/mental_health_ref'],"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psych"
2418,context,['medical/mental_health_ref'],"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others."
2420,context,['medical/mental_health_ref'],"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psych"
2435,context,['medical/mental_health_ref'],I was violently raped by another women who was my friend of 13 years. I’m having bad flashbacks. I’m scared to sleep because I see it in my dreams. I don't leav
2455,context,['medical/mental_health_ref'],"I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more pr"
2477,context,['medical/mental_health_ref'],"I've been experiencing a lot of anxiety and panic attacks lately. I was recently diagnosed by my psychiatrist with obsessive-compulsive disorder. Lately, I've b"
2483,context,['medical/mental_health_ref'],"I've been experiencing a lot of anxiety and panic attacks lately. I was recently diagnosed by my psychiatrist with obsessive-compulsive disorder. Lately, I've b"
2485,context,['medical/mental_health_ref'],"I have known her for years. She was dating my brother-in-law when we met. My kids think of her as their aunt. On Halloween 2014, I lost my mom to cancer. My mom"
2489,context,['medical/mental_health_ref'],"I have known her for years. She was dating my brother-in-law when we met. My kids think of her as their aunt. On Halloween 2014, I lost my mom to cancer. My mom"
2493,context,['medical/mental_health_ref'],"I am broke, but I am sure I have been depressed for the past couple of years. I have always had anxiety. I just need someone to talk to right now. I don't have "
2502,context,['medical/mental_health_ref'],"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others."
2504,context,['medical/mental_health_ref'],"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others."
2506,context,['medical/mental_health_ref'],I have severe anxiety and have tried everything. Everything makes it worst.The only thing that helps is my emotional support animal.
2510,context,['medical/mental_health_ref'],"I've been having this ongoing problem for most of my life now. I am a young adult, and right now, driving and even being a passenger gives me terrible panic att"
2517,context,['medical/mental_health_ref'],"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we atte"
2527,context,['medical/mental_health_ref'],"My husband and I are in a terrible place. Part of me wants to fix it, but then I'm caught up with not knowing how and not being able to communicate my feelings "
2535,context,['medical/mental_health_ref'],"Recently, I had a close call after delivering my second child (blood clot followed by internal bleeding and several blood transfusions). It was a close call. I "
2539,context,['medical/mental_health_ref'],She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.
2545,context,['medical/mental_health_ref'],She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.
2565,context,['medical/mental_health_ref'],"I was in a situation with a guy. He’s my brother’s friend and kind of like a brother to me. He invited me over to hang out, and then came on to me. I was instan"
2566,context,['medical/mental_health_ref'],"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When"
2602,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
2603,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
2604,context,['medical/mental_health_ref'],"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes."
2611,context,['medical/mental_health_ref'],"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When"
2613,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
2617,context,['medical/mental_health_ref'],"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes."
2619,context,['medical/mental_health_ref'],"I found out my boyfriend takes anti-depression medicine. Lately he's been saying he has a lot on his mind, and he needs time to think about us. We've only been "
2624,context,['medical/mental_health_ref'],"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes."
2644,context,['medical/mental_health_ref'],"I get so much anxiety, and I don’t know why. I feel like I can’t do anything by myself because I’m scared of the outcomes."
2651,context,['medical/mental_health_ref'],"I think I have depression, anxiety, bipolar disorder, and I have anger issues. I told my mom over and over again. She told me she would get me a therapist, but "
2653,context,['medical/mental_health_ref'],"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications."
2654,context,['medical/mental_health_ref'],"I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM interco"
2661,context,['medical/mental_health_ref'],"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications."
2663,context,['medical/mental_health_ref'],"My friend is abusing her prescription medicine. Even though she told me she didn't have any more pills, I found she has prescriptions for anxiety medications."
2670,context,['medical/mental_health_ref'],"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. "
2681,context,['medical/mental_health_ref'],"I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the"
2692,context,['medical/mental_health_ref'],"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?"
2705,context,['medical/mental_health_ref'],"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?"
2706,context,['medical/mental_health_ref'],"I have PTSD from childhood events and other traumas as an adult. I have panic attacks, nightmares, anger, and at times depression. I feel like I'm always on the"
2710,context,['medical/mental_health_ref'],"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?"
2718,context,['medical/mental_health_ref'],"I feel angry, anxious, and depressed. The PTSD I suffer is from a past relationship."
2729,context,['medical/mental_health_ref'],I feel really uncomfortable when I have people's attention.  It makes me not want to talk in public or answer questions in class. Can I get over this social anx
2732,context,['medical/mental_health_ref'],"I started having anxiety three months ago. I'm new to having anxiety, and it's making me depressed."
2739,context,['medical/mental_health_ref'],"I started having anxiety three months ago. I'm new to having anxiety, and it's making me depressed."
2742,context,['medical/mental_health_ref'],I feel really uncomfortable when I have people's attention.  It makes me not want to talk in public or answer questions in class. Can I get over this social anx
2759,context,['medical/mental_health_ref'],My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my li
2760,context,['medical/mental_health_ref'],"I started having anxiety three months ago. I'm new to having anxiety, and it's making me depressed."
2761,context,['medical/mental_health_ref'],My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my li
2770,context,['medical/mental_health_ref'],My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my li
2794,context,['medical/mental_health_ref'],"I have been dealing with depression and anxiety for a number of years. I have been on medication, but lately my depression has felt worse. Can counseling help?"
2808,context,['medical/mental_health_ref'],"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive "
2827,context,['medical/mental_health_ref'],"I'm starting to think that I might have depression. The thing is though, I'm not exactly sad. I can joke with my friends and stuff, but I've stopped caring abou"
2838,context,['medical/mental_health_ref'],"I think i may suffer from depression, and it is affecting my life and sleep. I am on my parent's insurance, and they won't let me see a therapist because they d"
2846,context,['medical/mental_health_ref'],My father is in the hospital and was diagnosed with leukemia. I have been dealing with that all day. My husband keeps getting mad at me for things that I said.
2848,context,['medical/mental_health_ref'],She was diagnosed a type one diabetic two years ago and had a very tough time dealing with it.  She has an attachment issue also; her mother just moved to a muc
2850,context,['medical/mental_health_ref'],"I don't have time to live or take care of myself at times. It's causing depression, stress, and anxiety. I don't know what to do."
2857,context,['medical/mental_health_ref'],"I try to do everything right just so we won't argue, and it doesn't help the only time he is calm is when he is drinking alcohol. I get anxiety over having figh"
2862,context,['medical/mental_health_ref'],I am pretty sure I have depression and anxiety. I also have voices in my head. I have problems sleeping too. I've already been diagnosed with attention-deficit 
2870,context,['medical/mental_health_ref'],I am pretty sure I have depression and anxiety. I also have voices in my head. I have problems sleeping too. I've already been diagnosed with attention-deficit 
2871,context,['medical/mental_health_ref'],I have been falling into a deep depression where I can no function during the day and night. The only time I am at peace is when I’m asleep. If I am with friend
2878,context,['medical/mental_health_ref'],"I can't seem to feel any emotion except anxiety, not even for myself."
2882,context,['medical/mental_health_ref'],"I can't seem to feel any emotion except anxiety, not even for myself."
2885,context,['medical/mental_health_ref'],I am pretty sure I have depression and anxiety. I also have voices in my head. I have problems sleeping too. I've already been diagnosed with attention-deficit 
2886,context,['medical/mental_health_ref'],I have been falling into a deep depression where I can no function during the day and night. The only time I am at peace is when I’m asleep. If I am with friend
2887,context,['medical/mental_health_ref'],"I can't seem to feel any emotion except anxiety, not even for myself."
2910,context,['medical/mental_health_ref'],"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago."
2912,context,['medical/mental_health_ref'],"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my he"
2915,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
2920,context,['medical/mental_health_ref'],"Both of my parents committed suicide together, and I was the one who found them. I suffer from overwhelming depression, which is having an extreme effect on me "
2921,context,['medical/mental_health_ref'],"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my he"
2922,context,['medical/mental_health_ref'],"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me dow"
2924,context,['medical/mental_health_ref'],"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by som"
2927,context,['medical/mental_health_ref'],I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though h
2929,context,['medical/mental_health_ref'],"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me dow"
2935,context,['medical/mental_health_ref'],I went to my ex-boyfriend to reach out to one of his high school friends who's attempted to commit suicide. When I went to him to reach out to his high school f
2936,context,['medical/mental_health_ref'],"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me dow"
2938,context,['medical/mental_health_ref'],"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me dow"
2939,context,['medical/mental_health_ref'],"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped."
2940,context,['medical/mental_health_ref'],"I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm"
2948,context,['medical/mental_health_ref'],"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped."
2949,context,['medical/mental_health_ref'],"I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm"
2952,context,['medical/mental_health_ref'],My doctor seems to think I am in danger of having one. I neglected to ask how this was different than an episode. I have been formally diagnosed with bipolar ty
2956,context,['medical/mental_health_ref'],I shake and have panic attacks.
2969,context,['medical/mental_health_ref'],"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the pap"
2978,context,['medical/mental_health_ref'],I've become so jaded that I can't control my thoughts. I cannot focus on anything and been having anxiety attacks.
2980,context,['medical/mental_health_ref'],"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the pap"
2987,context,['medical/mental_health_ref'],"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and "
2989,context,['medical/mental_health_ref'],My spouse decided he no longer wanted me six years ago. Things have deteriorated so badly that we have separated but still live in the same house. He says he de
3019,context,['medical/mental_health_ref'],"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality"
3040,context,['medical/mental_health_ref'],They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.
3050,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrif"
3060,context,['medical/mental_health_ref'],"I'm depressed often, and my mind goes a million miles a minute. Every once in a while, things are okay for a few days. After a bit, I start noticing that I am p"
3071,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrif"
3073,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrif"
3105,context,['medical/mental_health_ref'],"I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medi"
3112,context,['medical/mental_health_ref'],"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrif"
3169,context,['medical/mental_health_ref'],"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemploy"
3170,context,['medical/mental_health_ref'],"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When"
3173,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
3185,context,['medical/mental_health_ref'],"I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more pr"
3189,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
3195,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
3207,context,['medical/mental_health_ref'],"I have been diagnosed with posttraumatic stress disorder due to my military experiences. Not a year ago, I had a car accident. Could this experience add more pr"
3208,context,['medical/mental_health_ref'],"I've been depressed for quite a while. I've been trying to work through it, and my boyfriend has been my rock. He is honestly the only person I trust enough to "
3211,context,['medical/mental_health_ref'],I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and 
3219,context,['medical/mental_health_ref'],"My depression has been reoccurring for a long time. It all started when I was being bullied in high school. In ninth grade, my principal told me I needed to sta"
3230,context,['medical/mental_health_ref'],My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found slee
3231,context,['medical/mental_health_ref'],My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found slee
3238,context,['medical/mental_health_ref'],I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel tha
3239,context,['medical/mental_health_ref'],"I've hit my head on walls and floors ever since I was young.  I sometimes still do it but I don't exactly know why, 

I have anxiety and I had a rough childho"
3244,context,['medical/mental_health_ref'],My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found slee
